ndc11,rxcui,name,labeler,acqDate,rxnavImageFileName,shape,size,color,imprint,imprintType,symbol,score,active_ingredients,inactive_ingredients,pill_name,dosage
00093-0812-01,198046,Nortriptyline 50 MG Oral Capsule,Teva Pharmaceuticals USA Inc,12-02-2009,00093-0812-01_RXNAVIMAGE10_2D2316D8.jpg,CAPSULE,19,WHITE,50;mg;93;812,PRINTED,False,1,['nortriptyline hydrochloride 50 mg'],"['starch, corn', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'ferrosoferric oxide', 'methylparaben', 'propylene glycol', 'propylparaben', 'shellac', 'dimethicone', 'sodium lauryl sulfate', 'titanium dioxide']",Nortriptyline,50 MG
00093-0813-01,198047,Nortriptyline 75 MG Oral Capsule,Teva Pharmaceuticals USA Inc,12-02-2009,00093-0813-01_RXNAVIMAGE10_2D2316A8.jpg,CAPSULE,19,ORANGE,75;mg;93;813,PRINTED,False,1,['nortriptyline hydrochloride 75 mg'],"['starch, corn', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'ferrosoferric oxide', 'methylparaben', 'propylene glycol', 'propylparaben', 'shellac', 'dimethicone', 'sodium lauryl sulfate', 'titanium dioxide', 'fd&c yellow no. 6']",Nortriptyline,75 MG
00185-0615-01,995278,Hydroxyzine Pamoate 50 MG Oral Capsule,"Eon Labs, Inc.",12-02-2009,00185-0615-01_RXNAVIMAGE10_4F34A795.jpg,CAPSULE,15,"GREEN, WHITE",E615,PRINTED,False,1,['hydroxyzine pamoate 50 mg'],"['silicon dioxide', 'd&c yellow no. 10', 'fd&c green no. 3', 'fd&c yellow no. 6', 'gelatin', 'hydroxypropyl cellulose', 'lactose monohydrate', 'magnesium stearate', 'propylene glycol', 'sodium lauryl sulfate', 'sodium starch glycolate type a potato', 'titanium dioxide']",Hydroxyzine Pamoate,50 MG
00185-0613-01,995253,Hydroxyzine Pamoate 25 MG Oral Capsule,"Eon Labs, Inc.",12-02-2009,00185-0613-01_RXNAVIMAGE10_F634FB07.jpg,CAPSULE,15,"GREEN, GREEN",E613,PRINTED,False,1,['hydroxyzine pamoate 25 mg'],"['silicon dioxide', 'd&c yellow no. 10', 'fd&c green no. 3', 'fd&c yellow no. 6', 'gelatin', 'hydroxypropyl cellulose', 'lactose monohydrate', 'magnesium stearate', 'propylene glycol', 'sodium lauryl sulfate', 'sodium starch glycolate type a potato', 'titanium dioxide']",Hydroxyzine Pamoate,25 MG
00603-3855-21,199903,Hydrochlorothiazide 12.5 MG Oral Capsule,"Qualitest Pharmaceutical, Inc.",12-02-2009,00603-3855-21_RXNAVIMAGE10_8B34C5C6.jpg,CAPSULE,14,BLUE,V;3566,PRINTED,False,1,['hydrochlorothiazide 12.5 mg'],"['docusate sodium', 'lactose monohydrate', 'magnesium stearate', 'cellulose, microcrystalline', 'starch, corn', 'sodium benzoate', 'd&c red no. 28', 'd&c yellow no. 10', 'fd&c blue no. 1', 'gelatin', 'titanium dioxide']",Hydrochlorothiazide,12.5 MG
53489-0118-02,1649405,doxycycline hyclate 50 MG Oral Capsule,"Mutual Pharmaceutical Company, Inc.",12-02-2009,53489-0118-02_RXNAVIMAGE10_FA34FD77.jpg,CAPSULE,18,"BLUE, WHITE",MUTUAL;100;MUTUAL;100,PRINTED,False,1,[],[],doxycycline hyclate,50 MG
53489-0119-02,1649988,doxycycline hyclate 100 MG Oral Capsule,"Mutual Pharmaceutical Company, Inc.",12-02-2009,53489-0119-02_RXNAVIMAGE10_333499B4.jpg,CAPSULE,22,BLUE,MUTUAL;105; MUTUAL;105,PRINTED,False,1,[],[],doxycycline hyclate,100 MG
00591-5440-50,1649988,doxycycline hyclate 100 MG Oral Capsule,"Watson Laboratories, Inc.",12-02-2009,00591-5440-50_RXNAVIMAGE10_B834DC76.jpg,CAPSULE,22,BLUE,DAN;5440;DAN;5440,PRINTED,False,1,['doxycycline hyclate 100 mg'],"['fd&c blue no. 1', 'gelatin', 'silicon dioxide', 'sodium lauryl sulfate', 'titanium dioxide', 'magnesium stearate', 'cellulose, microcrystalline']",doxycycline hyclate,100 MG
00781-2823-13,310384,Fluoxetine 10 MG Oral Capsule,Sandoz Inc,12-02-2009,00781-2823-13_RXNAVIMAGE10_ED34F687.jpg,CAPSULE,16,"WHITE, GREEN",GG;575;GG;575,PRINTED,True,1,['fluoxetine hydrochloride 10 mg'],"['starch, corn', 'd&c yellow no. 10', 'fd&c blue no. 1', 'gelatin', 'magnesium stearate', 'propylene glycol', 'silicon dioxide', 'sodium lauryl sulfate', 'titanium dioxide']",Fluoxetine,10 MG
00781-2822-13,310385,Fluoxetine 20 MG Oral Capsule,Sandoz Inc,12-02-2009,00781-2822-13_RXNAVIMAGE10_F134F8F7.jpg,CAPSULE,16,"WHITE, GREEN",GG;550,PRINTED,True,1,['fluoxetine hydrochloride 20 mg'],"['ferrosoferric oxide', 'starch, corn', 'd&c yellow no. 10', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'magnesium stearate', 'propylene glycol', 'silicon dioxide', 'sodium lauryl sulfate', 'titanium dioxide']",Fluoxetine,20 MG
00781-2824-10,313989,Fluoxetine 40 MG Oral Capsule,Sandoz Inc,12-02-2009,00781-2824-10_RXNAVIMAGE10_7D34BED5.jpg,CAPSULE,19,"WHITE, ORANGE",GG540,PRINTED,True,1,['fluoxetine hydrochloride 40 mg'],"['starch, corn', 'd&c yellow no. 10', 'fd&c blue no. 1', 'gelatin', 'magnesium stearate', 'propylene glycol', 'ferric oxide red', 'shellac', 'silicon dioxide', 'sodium lauryl sulfate', 'titanium dioxide', 'ferric oxide yellow']",Fluoxetine,40 MG
00781-2074-01,198316,Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule,Sandoz Inc,12-02-2009,00781-2074-01_RXNAVIMAGE10_9D34CEF6.jpg,CAPSULE,14,"WHITE, BLACK",GG;606;GG;606,PRINTED,True,1,"['triamterene 37.5 mg', 'hydrochlorothiazide 25 mg']","['anhydrous lactose', 'citric acid monohydrate', 'd&c yellow no. 10', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'ferrosoferric oxide', 'gelatin', 'glycine', 'magnesium stearate', 'polysorbate 80', 'povidone', 'propylene glycol', 'shellac', 'sodium starch glycolate type a potato', 'starch, corn', 'titanium dioxide']",Hydrochlorothiazide,25 MG
00093-3147-01,309114,Cephalexin 500 MG Oral Capsule,Teva Pharmaceuticals USA Inc,12-02-2009,00093-3147-01_RXNAVIMAGE10_24231258.jpg,CAPSULE,21,ORANGE,93;3147;93;3147,PRINTED,False,1,['cephalexin 500 mg'],"['magnesium stearate', 'silicon dioxide', 'sodium starch glycolate type a potato', 'ferrosoferric oxide', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'carboxymethylcellulose sodium', 'sodium lauryl sulfate', 'titanium dioxide', 'propylene glycol']",Cephalexin,500 MG
00093-4356-01,0,nan,Teva Pharmaceuticals USA Inc,12-02-2009,00093-4356-01_RXNAVIMAGE10_0E210728.jpg,CAPSULE,16,BLUE,4356;20;mg,PRINTED,True,1,['fluoxetine hydrochloride 20 mg'],"['ferrosoferric oxide', 'silicon dioxide', 'starch, corn', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'magnesium stearate', 'propylene glycol', 'shellac', 'sodium lauryl sulfate', 'titanium dioxide']",nan,
00378-4350-93,313989,Fluoxetine 40 MG Oral Capsule,Mylan Pharmaceuticals Inc.,12-02-2009,00378-4350-93_RXNAVIMAGE10_00268034.jpg,CAPSULE,22,"BLUE, WHITE",MYLAN;4350;MYLAN;4350,PRINTED,False,1,['fluoxetine hydrochloride 40 mg'],"['silicon dioxide', 'magnesium stearate', 'starch, corn', 'sodium lauryl sulfate', 'gelatin', 'titanium dioxide', 'fd&c blue no. 1', 'fd&c red no. 3', 'ferrosoferric oxide', 'd&c yellow no. 10', 'fd&c blue no. 2', 'fd&c red no. 40', 'propylene glycol', 'shellac']",Fluoxetine,40 MG
00378-0143-01,197817,Indomethacin 25 MG Oral Capsule,Mylan Pharmaceuticals Inc.,12-02-2009,00378-0143-01_RXNAVIMAGE10_8221411A.jpg,CAPSULE,16,GREEN,MYLAN;143;MYLAN;143,PRINTED,False,1,['indomethacin 25 mg'],"['silicon dioxide', 'gelatin', 'fd&c green no. 3', 'magnesium stearate', 'cellulose, microcrystalline', 'powdered cellulose', 'sodium lauryl sulfate', 'sodium starch glycolate type a potato', 'titanium dioxide', 'd&c yellow no. 10', 'ferrosoferric oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'propylene glycol']",Indomethacin,25 MG
00378-1010-01,0,nan,Mylan Pharmaceuticals Inc.,12-02-2009,00378-1010-01_RXNAVIMAGE10_072103C8.jpg,CAPSULE,17,GREEN,MYLAN;1010;MYLAN;1010,PRINTED,False,1,[],[],nan,
00228-2779-11,856569,24 HR Propranolol Hydrochloride 80 MG Extended Release Oral Capsule,Actavis Elizabeth LLC,12-02-2009,00228-2779-11_RXNAVIMAGE10_3F211FE8.jpg,CAPSULE,16,YELLOW,R;2779;R;2779,PRINTED,False,1,['propranolol hydrochloride 80 mg'],"['gelatin', 'hydroxypropyl cellulose', 'povidone', 'talc', 'titanium dioxide', 'ferric oxide yellow', 'd&c yellow no. 10', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'propylene glycol', 'ethylcelluloses', 'ferrosoferric oxide', 'sucrose', 'starch, corn']",24 HR Propranolol Hydrochloride,80 MG
00228-2780-11,856460,24 HR Propranolol Hydrochloride 120 MG Extended Release Oral Capsule,Actavis Elizabeth LLC,12-02-2009,00228-2780-11_RXNAVIMAGE10_0B2685A4.jpg,CAPSULE,18,"YELLOW, GRAY",R;2780;R;2780,PRINTED,False,1,['propranolol hydrochloride 120 mg'],"['gelatin', 'hydroxypropyl cellulose', 'povidone', 'talc', 'titanium dioxide', 'ferric oxide yellow', 'd&c yellow no. 10', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'propylene glycol', 'ferrosoferric oxide', 'ethylcelluloses', 'sucrose', 'starch, corn']",24 HR Propranolol Hydrochloride,120 MG
00093-3109-05,308191,Amoxicillin 500 MG Oral Capsule,Teva Pharmaceuticals USA Inc,12-02-2009,00093-3109-05_RXNAVIMAGE10_0F2687E4.jpg,CAPSULE,22,BROWN,93;3109;93;3109,PRINTED,False,1,['amoxicillin 500 mg'],"['magnesium stearate', 'ferrosoferric oxide', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'propylene glycol', 'shellac', 'titanium dioxide', 'methylparaben', 'potassium hydroxide', 'propylparaben', 'sodium lauryl sulfate']",Amoxicillin,500 MG
00093-3145-01,309112,Cephalexin 250 MG Oral Capsule,Teva Pharmaceuticals USA Inc,12-02-2009,00093-3145-01_RXNAVIMAGE10_14268A54.jpg,CAPSULE,17,"GRAY, RED",93;3145;93;3145,PRINTED,False,1,['cephalexin 250 mg'],"['magnesium stearate', 'silicon dioxide', 'sodium starch glycolate type a potato', 'ferrosoferric oxide', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'carboxymethylcellulose sodium', 'sodium lauryl sulfate', 'titanium dioxide', 'propylene glycol', 'ferric oxide yellow']",Cephalexin,250 MG
00378-1049-01,1000048,Doxepin Hydrochloride 10 MG Oral Capsule,Mylan Pharmaceuticals Inc.,12-02-2009,00378-1049-01_RXNAVIMAGE10_4134A0A5.jpg,CAPSULE,14,WHITE,MYLAN;1049;MYLAN;1049,PRINTED,False,1,['doxepin hydrochloride 10 mg'],"['silicon dioxide', 'magnesium stearate', 'cellulose, microcrystalline', 'starch, corn', 'sodium lauryl sulfate', 'd&c yellow no. 10', 'gelatin', 'titanium dioxide', 'fd&c yellow no. 6', 'ferrosoferric oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'propylene glycol', 'shellac']",Doxepin Hydrochloride,10 MG
00228-2579-03,830801,24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule,Actavis Elizabeth LLC,12-02-2009,00228-2579-03_RXNAVIMAGE10_DF34EFF7.jpg,CAPSULE,23,"GREEN, GRAY",R;2579;R;2579,PRINTED,False,1,['diltiazem hydrochloride 300 mg'],"['methacrylic acid - methyl methacrylate copolymer (1:1)', 'methacrylic acid - methyl methacrylate copolymer (1:2)', 'ammonia', 'gelatin', 'hydroxypropyl cellulose', 'propylene glycol', 'silicon dioxide', 'sodium lauryl sulfate', 'sucrose', 'starch, corn', 'talc', 'titanium dioxide', 'triethyl citrate', 'd&c yellow no. 10', 'fd&c green no. 3', 'ferrosoferric oxide']",24 HR Diltiazem Hydrochloride,300 MG
00378-1610-01,991061,Dicyclomine Hydrochloride 10 MG Oral Capsule,Mylan Pharmaceuticals Inc.,12-02-2009,00378-1610-01_RXNAVIMAGE10_2F3497A4.jpg,CAPSULE,14,TURQUOISE,MYLAN;1610:MYLAN;1610,PRINTED,False,1,['dicyclomine hydrochloride 10 mg'],"['anhydrous lactose', 'silicon dioxide', 'd&c yellow no. 10', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'magnesium stearate', 'cellulose, microcrystalline', 'shellac', 'starch, corn', 'propylene glycol', 'sodium lauryl sulfate', 'ferrosoferric oxide', 'titanium dioxide']",Dicyclomine Hydrochloride,10 MG
00228-2588-03,830861,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule,Actavis Elizabeth LLC,12-02-2009,00228-2588-03_RXNAVIMAGE10_04350258.jpg,CAPSULE,18,GRAY,R;2588;R;2588,PRINTED,False,1,['diltiazem hydrochloride 120 mg'],"['methacrylic acid - methyl methacrylate copolymer (1:1)', 'methacrylic acid - methyl methacrylate copolymer (1:2)', 'ammonia', 'ferrosoferric oxide', 'gelatin', 'hydroxypropyl cellulose', 'propylene glycol', 'silicon dioxide', 'sodium lauryl sulfate', 'sucrose', 'starch, corn', 'talc', 'titanium dioxide', 'triethyl citrate']",24 HR Diltiazem Hydrochloride,120 MG
63304-0693-01,284215,Clindamycin 300 MG Oral Capsule,Ranbaxy Pharmaceuticals Inc.,12-02-2009,63304-0693-01_RXNAVIMAGE10_F7267BB3.jpg,CAPSULE,22,BLUE,RX693;RX693,PRINTED,False,1,['clindamycin hydrochloride 300 mg'],"['lactose monohydrate', 'starch, corn', 'talc', 'magnesium stearate', 'gelatin', 'titanium dioxide', 'fd&c blue no. 1', 'shellac', 'potassium hydroxide', 'propylene glycol', 'ferrosoferric oxide']",Clindamycin,300 MG
59762-5010-01,284215,Clindamycin 300 MG Oral Capsule,Greenstone LLC,12-02-2009,59762-5010-01_RXNAVIMAGE10_5834AC15.jpg,CAPSULE,22,TURQUOISE,G;300;mg;5010,PRINTED,False,1,['clindamycin hydrochloride 300 mg'],"['starch, corn', 'fd&c blue no. 1', 'gelatin', 'lactose', 'magnesium stearate', 'talc', 'titanium dioxide']",Clindamycin,300 MG
00093-5256-68,284215,Clindamycin 300 MG Oral Capsule,Teva Pharmaceuticals USA Inc,12-02-2009,00093-5256-68_RXNAVIMAGE10_15268A84.jpg,CAPSULE,22,BLUE,93;5256;93;5256,PRINTED,False,1,['clindamycin hydrochloride 300 mg'],"['starch, corn', 'lactose monohydrate', 'magnesium stearate', 'ferrosoferric oxide', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'propylene glycol', 'shellac', 'titanium dioxide']",Clindamycin,300 MG
00143-3126-01,991061,Dicyclomine Hydrochloride 10 MG Oral Capsule,West-ward Pharmaceutical Corp,12-02-2009,00143-3126-01_RXNAVIMAGE10_AF34D7F6.jpg,CAPSULE,14,BLUE,West-ward;3126,PRINTED,False,1,['dicyclomine hydrochloride 10 mg'],"['corn starch', 'fd&c blue no. 1', 'fd&c red no. 4', 'gelatin', 'lactose monohydrate', 'magnesium stearate', 'microcrystalline cellulose', 'titanium dioxide']",Dicyclomine Hydrochloride,10 MG
49884-0726-01,1649401,Doxycycline Monohydrate 50 MG Oral Capsule,Par Pharmaceutical Inc.,12-02-2009,49884-0726-01_RXNAVIMAGE10_38349C24.jpg,CAPSULE,15,"WHITE, WHITE",par;726;par;726,PRINTED,False,1,['doxycycline 50 mg'],"['colloidal silicon dioxide', 'gelatin', 'magnesium stearate', 'cellulose, microcrystalline', 'sodium starch glycolate type a potato', 'titanium dioxide', 'd&c yellow no. 10']",Doxycycline Monohydrate,50 MG
51672-4016-01,197684,Etodolac 200 MG Oral Capsule,"Taro Pharmaceuticals U.S.A., Inc.",12-02-2009,51672-4016-01_RXNAVIMAGE10_09268484.jpg,CAPSULE,22,PINK,ETO;200;MG;ETO;200;MG,PRINTED,False,1,['etodolac 200 mg'],"['ammonia', 'ferrosoferric oxide', 'silicon dioxide', 'fd&c red no. 3', 'alcohol', 'gelatin', 'isopropyl alcohol', 'lactose monohydrate', 'magnesium stearate', 'cellulose, microcrystalline', 'butyl alcohol', 'povidone', 'propylene glycol', 'water', 'shellac', 'titanium dioxide']",Etodolac,200 MG
60505-0145-00,199119,Omeprazole 10 MG Delayed Release Oral Capsule,Apotex Corp.,12-02-2009,60505-0145-00_RXNAVIMAGE10_4534A2B5.jpg,CAPSULE,14,"PINK, PINK",APO;010,PRINTED,False,1,['omeprazole 10 mg'],"['magnesium hydroxide', 'mannitol', 'methacrylic acid - ethyl acrylate copolymer (1:1) type a', 'povidone k30', 'triethyl citrate', 'gelatin', 'ferric oxide red', 'titanium dioxide', 'ammonia', 'ferrosoferric oxide', 'alcohol', 'isopropyl alcohol', 'butyl alcohol', 'potassium hydroxide', 'propylene glycol', 'shellac']",Omeprazole,10 MG
62037-0640-30,200329,Omeprazole 40 MG Delayed Release Oral Capsule,"Watson Pharma, Inc.",12-02-2009,62037-0640-30_RXNAVIMAGE10_19268CC4.jpg,CAPSULE,21,GREEN,Andrx;640;40;mg,PRINTED,True,1,['omeprazole 40 mg'],"['cetyl alcohol', 'sodium phosphate, dibasic, anhydrous', 'hypromellose phthalate (31% phthalate, 40 cst)', 'anhydrous lactose', 'povidone k90', 'sodium lauryl sulfate', 'sucrose', 'talc', 'ammonia', 'd&c yellow no. 10', 'fd&c blue no. 2', 'fd&c green no. 3', 'gelatin', 'propylene glycol', 'shellac', 'titanium dioxide']",Omeprazole,40 MG
00093-0756-01,198107,Piroxicam 10 MG Oral Capsule,Teva Pharmaceuticals USA Inc,12-02-2009,00093-0756-01_RXNAVIMAGE10_19268C94.jpg,CAPSULE,18,GREEN,93;756;93;756,PRINTED,False,1,['piroxicam 10 mg'],"['silicon dioxide', 'starch, corn', 'd&c yellow no. 10', 'fd&c green no. 3', 'gelatin', 'lactose', 'magnesium stearate', 'povidone', 'shellac', 'sodium lauryl sulfate', 'titanium dioxide', 'ethylene glycol monoethyl ether', 'lecithin, soybean', 'dimethicone', 'propylene glycol', 'sodium hydroxide', 'ferrosoferric oxide', 'fd&c blue no. 1', 'ferric oxide yellow']",Piroxicam,10 MG
63304-0695-01,314108,Minocycline 75 MG Oral Capsule,Ranbaxy Pharmaceuticals Inc.,12-02-2009,63304-0695-01_RXNAVIMAGE10_0A350528.jpg,CAPSULE,16,GRAY,RX695;RX695,PRINTED,False,1,['minocycline hydrochloride 75 mg'],"['gelatin', 'titanium dioxide', 'propylene glycol', 'shellac', 'potassium hydroxide', 'starch, corn', 'ferric oxide black', 'magnesium stearate']",Minocycline,75 MG
00093-3167-53,197984,Minocycline 100 MG Oral Capsule,Teva Pharmaceuticals USA Inc,12-02-2009,00093-3167-53_RXNAVIMAGE10_F7267B83.jpg,CAPSULE,18,"RED, PINK",93;3167;93;3167,PRINTED,False,1,['minocycline hydrochloride 100 mg'],"['starch, corn', 'magnesium stearate', 'gelatin', 'titanium dioxide', 'd&c red no. 28', 'fd&c blue no. 1', 'fd&c red no. 40', 'ferric oxide red', 'ferrosoferric oxide', 'propylene glycol', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 2', 'shellac', 'ammonia']",Minocycline,100 MG
00591-5789-01,198047,Nortriptyline 75 MG Oral Capsule,"Watson Laboratories, Inc.",12-02-2009,00591-5789-01_RXNAVIMAGE10_5434AA05.jpg,CAPSULE,19,GREEN,NORTRIPTYLINE;DAN;75;mg,PRINTED,False,1,['nortriptyline hydrochloride 75 mg'],"['silicon dioxide', 'magnesium stearate', 'sodium lauryl sulfate', 'gelatin', 'methylparaben', 'propylparaben', 'titanium dioxide', 'benzyl alcohol', 'butylparaben', 'edetate calcium disodium', 'sodium propionate', 'd&c yellow no. 10', 'fd&c blue no. 1', 'starch, corn']",Nortriptyline,75 MG
00591-5786-01,198045,Nortriptyline 10 MG Oral Capsule,"Watson Laboratories, Inc.",12-02-2009,00591-5786-01_RXNAVIMAGE10_213490B4.jpg,CAPSULE,16,"GREEN, WHITE",NORTRIPTYLINE;DAN;10;mg,PRINTED,False,1,['nortriptyline hydrochloride 10 mg'],"['silicon dioxide', 'magnesium stearate', 'sodium lauryl sulfate', 'gelatin', 'methylparaben', 'propylparaben', 'titanium dioxide', 'benzyl alcohol', 'butylparaben', 'edetate calcium disodium', 'sodium propionate', 'd&c yellow no. 10', 'fd&c blue no. 1', 'starch, corn']",Nortriptyline,10 MG
53746-0101-01,310430,gabapentin 100 MG Oral Capsule,Amneal Pharmaceuticals,12-02-2009,53746-0101-01_RXNAVIMAGE10_A634D376.jpg,CAPSULE,16,WHITE,IP;101;IP;101,PRINTED,False,1,['gabapentin 100 mg'],[],gabapentin,100 MG
00228-2666-11,310431,gabapentin 300 MG Oral Capsule,Actavis Elizabeth LLC,12-02-2009,00228-2666-11_RXNAVIMAGE10_DB34ED87.jpg,CAPSULE,19,"YELLOW, ORANGE",R;2666;R;2666,PRINTED,False,1,['gabapentin 300 mg'],"['ferrosoferric oxide', 'starch, corn', 'd&c yellow no. 10', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'mannitol', 'shellac', 'propylene glycol', 'ferric oxide red', 'fd&c blue no. 1', 'sodium lauryl sulfate', 'talc', 'titanium dioxide', 'ferric oxide yellow', 'silicon dioxide']",gabapentin,300 MG
00228-2667-11,310432,gabapentin 400 MG Oral Capsule,Actavis Elizabeth LLC,12-02-2009,00228-2667-11_RXNAVIMAGE10_2A349534.jpg,CAPSULE,21,"ORANGE, ORANGE",R;667;R;667,PRINTED,False,1,['gabapentin 400 mg'],"['ferrosoferric oxide', 'starch, corn', 'd&c yellow no. 10', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'mannitol', 'shellac', 'propylene glycol', 'ferric oxide red', 'fd&c blue no. 1', 'sodium lauryl sulfate', 'talc', 'titanium dioxide', 'ferric oxide yellow', 'silicon dioxide']",gabapentin,400 MG
