ndc11,rxcui,name,labeler,acqDate,attribution,ingredientsAvailable,rxnavImageObjectId,rxnavImageFileName,rxnavImageSize,nlmImageObjectId,nlmImageFileName,nlmImageSize,shape,size,color,imprint,imprintType,symbol,score,active_ingredients,inactive_ingredients,base_filename,new_filename,split_type,split_side
00093-4068-52,312594,Prazosin 2 MG Oral Capsule,Teva Pharmaceuticals USA Inc,05-16-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185618029,00093-4068-52_RXNAVIMAGE10_F00E7813.jpg,671815,168840813,00093-4068-52_NLMIMAGE10_F00E7813.jpg,535529,CAPSULE,18,PINK,93;4068;93;4068,PRINTED,False,1,['prazosin hydrochloride 2 mg'],"['anhydrous lactose', 'magnesium stearate', 'starch, corn', 'fd&c blue no. 1', 'fd&c red no. 40', 'd&c red no. 28', 'titanium dioxide']",00093-4068-52_RXNAVIMAGE10_F00E7813,00093-4068-52_RXNAVIMAGE10_F00E7813_bottom.jpg,vertical,bottom
00093-4068-52,312594,Prazosin 2 MG Oral Capsule,Teva Pharmaceuticals USA Inc,05-16-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185618029,00093-4068-52_RXNAVIMAGE10_F00E7813.jpg,671815,168840813,00093-4068-52_NLMIMAGE10_F00E7813.jpg,535529,CAPSULE,18,PINK,93;4068;93;4068,PRINTED,False,1,['prazosin hydrochloride 2 mg'],"['anhydrous lactose', 'magnesium stearate', 'starch, corn', 'fd&c blue no. 1', 'fd&c red no. 40', 'd&c red no. 28', 'titanium dioxide']",00093-4068-52_RXNAVIMAGE10_F00E7813,00093-4068-52_RXNAVIMAGE10_F00E7813_top.jpg,vertical,top
62756-0147-86,314215,rivastigmine 4.5 MG Oral Capsule,Sun Pharmaceutical Industries Limited,06-15-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185618597,62756-0147-86_RXNAVIMAGE10_C10EE0B7.jpg,665524,168841381,62756-0147-86_NLMIMAGE10_C10EE0B7.jpg,530282,CAPSULE,18,ORANGE,147;147,PRINTED,False,1,['rivastigmine tartrate 4.5 mg'],"['magnesium stearate', 'cellulose, microcrystalline', 'silicon dioxide', 'gelatin', 'titanium dioxide', 'ferric oxide red', 'ferric oxide yellow']",62756-0147-86_RXNAVIMAGE10_C10EE0B7,62756-0147-86_RXNAVIMAGE10_C10EE0B7_bottom.jpg,vertical,bottom
62756-0147-86,314215,rivastigmine 4.5 MG Oral Capsule,Sun Pharmaceutical Industries Limited,06-15-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185618597,62756-0147-86_RXNAVIMAGE10_C10EE0B7.jpg,665524,168841381,62756-0147-86_NLMIMAGE10_C10EE0B7.jpg,530282,CAPSULE,18,ORANGE,147;147,PRINTED,False,1,['rivastigmine tartrate 4.5 mg'],"['magnesium stearate', 'cellulose, microcrystalline', 'silicon dioxide', 'gelatin', 'titanium dioxide', 'ferric oxide red', 'ferric oxide yellow']",62756-0147-86_RXNAVIMAGE10_C10EE0B7,62756-0147-86_RXNAVIMAGE10_C10EE0B7_top.jpg,vertical,top
55111-0158-10,198051,Omeprazole 20 MG Delayed Release Oral Capsule,Dr.Reddys Laboratories Limited,06-18-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185676475,55111-0158-10_RXNAVIMAGE10_BD38DEF6.jpg,631633,168899259,55111-0158-10_NLMIMAGE10_BD38DEF6.jpg,470806,CAPSULE,18,"GRAY, PURPLE",OMEPRAZOLE;20;mg;R;158,PRINTED,False,1,['omeprazole 20 mg'],"['crospovidone', 'hypromelloses', 'magnesium stearate', 'mannitol', 'meglumine', 'methacrylic acid - ethyl acrylate copolymer (1:1) type a', 'shellac', 'poloxamer 407', 'povidone', 'triethyl citrate', 'd&c red no. 28', 'fd&c blue no. 1', 'fd&c red no. 40', 'fd&c yellow no. 6', 'ferric oxide yellow', 'gelatin', 'silicon dioxide', 'sodium lauryl sulfate', 'titanium dioxide', 'butyl alcohol', 'propylene glycol']",55111-0158-10_RXNAVIMAGE10_BD38DEF6,55111-0158-10_RXNAVIMAGE10_BD38DEF6_bottom.jpg,vertical,bottom
55111-0158-10,198051,Omeprazole 20 MG Delayed Release Oral Capsule,Dr.Reddys Laboratories Limited,06-18-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185676475,55111-0158-10_RXNAVIMAGE10_BD38DEF6.jpg,631633,168899259,55111-0158-10_NLMIMAGE10_BD38DEF6.jpg,470806,CAPSULE,18,"GRAY, PURPLE",OMEPRAZOLE;20;mg;R;158,PRINTED,False,1,['omeprazole 20 mg'],"['crospovidone', 'hypromelloses', 'magnesium stearate', 'mannitol', 'meglumine', 'methacrylic acid - ethyl acrylate copolymer (1:1) type a', 'shellac', 'poloxamer 407', 'povidone', 'triethyl citrate', 'd&c red no. 28', 'fd&c blue no. 1', 'fd&c red no. 40', 'fd&c yellow no. 6', 'ferric oxide yellow', 'gelatin', 'silicon dioxide', 'sodium lauryl sulfate', 'titanium dioxide', 'butyl alcohol', 'propylene glycol']",55111-0158-10_RXNAVIMAGE10_BD38DEF6,55111-0158-10_RXNAVIMAGE10_BD38DEF6_top.jpg,vertical,top
65483-0702-10,1244215,Budesonide 3 MG Delayed Release Oral Capsule [Entocort],Prometheus Laboratories Inc.,10-22-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185675927,65483-0702-10_RXNAVIMAGE10_F6387B33.jpg,634434,168898711,65483-0702-10_NLMIMAGE10_F6387B33.jpg,479723,CAPSULE,20,"GRAY, ORANGE",ENTOCORT;EC;3;mg,PRINTED,False,1,['budesonide 3 mg'],"['acetyltributyl citrate', 'methacrylic acid', 'triethyl citrate', 'polysorbate 80', 'talc', 'gelatin', 'ferrosoferric oxide', 'titanium dioxide', 'colloidal silicon dioxide', 'ferric oxide yellow', 'ferric oxide red']",65483-0702-10_RXNAVIMAGE10_F6387B33,65483-0702-10_RXNAVIMAGE10_F6387B33_bottom.jpg,vertical,bottom
65483-0702-10,1244215,Budesonide 3 MG Delayed Release Oral Capsule [Entocort],Prometheus Laboratories Inc.,10-22-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185675927,65483-0702-10_RXNAVIMAGE10_F6387B33.jpg,634434,168898711,65483-0702-10_NLMIMAGE10_F6387B33.jpg,479723,CAPSULE,20,"GRAY, ORANGE",ENTOCORT;EC;3;mg,PRINTED,False,1,['budesonide 3 mg'],"['acetyltributyl citrate', 'methacrylic acid', 'triethyl citrate', 'polysorbate 80', 'talc', 'gelatin', 'ferrosoferric oxide', 'titanium dioxide', 'colloidal silicon dioxide', 'ferric oxide yellow', 'ferric oxide red']",65483-0702-10_RXNAVIMAGE10_F6387B33,65483-0702-10_RXNAVIMAGE10_F6387B33_top.jpg,vertical,top
16729-0042-01,198377,Tacrolimus 1 MG Oral Capsule,Accord Healthcare Inc.,05-26-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185639620,16729-0042-01_RXNAVIMAGE10_4C1E2611.jpg,507420,168862404,16729-0042-01_NLMIMAGE10_4C1E2611.jpg,373930,CAPSULE,11,WHITE,TCR;1,PRINTED,False,1,['tacrolimus 1 mg'],"['croscarmellose sodium', 'lactose monohydrate', 'magnesium stearate', 'hypromelloses', 'gelatin', 'titanium dioxide', 'sodium lauryl sulfate']",16729-0042-01_RXNAVIMAGE10_4C1E2611,16729-0042-01_RXNAVIMAGE10_4C1E2611_bottom.jpg,vertical,bottom
16729-0042-01,198377,Tacrolimus 1 MG Oral Capsule,Accord Healthcare Inc.,05-26-2012,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185639620,16729-0042-01_RXNAVIMAGE10_4C1E2611.jpg,507420,168862404,16729-0042-01_NLMIMAGE10_4C1E2611.jpg,373930,CAPSULE,11,WHITE,TCR;1,PRINTED,False,1,['tacrolimus 1 mg'],"['croscarmellose sodium', 'lactose monohydrate', 'magnesium stearate', 'hypromelloses', 'gelatin', 'titanium dioxide', 'sodium lauryl sulfate']",16729-0042-01_RXNAVIMAGE10_4C1E2611,16729-0042-01_RXNAVIMAGE10_4C1E2611_top.jpg,vertical,top
51285-0554-02,208645,Trimipramine 100 MG Oral Capsule [Surmontil],"Teva Women's Health, Inc.",07-31-2013,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185673069,51285-0554-02_RXNAVIMAGE10_D6366B13.jpg,666945,168895853,51285-0554-02_NLMIMAGE10_D6366B13.jpg,523097,CAPSULE,19,"BLUE, WHITE",OP;720,PRINTED,False,1,[],[],51285-0554-02_RXNAVIMAGE10_D6366B13,51285-0554-02_RXNAVIMAGE10_D6366B13_bottom.jpg,vertical,bottom
51285-0554-02,208645,Trimipramine 100 MG Oral Capsule [Surmontil],"Teva Women's Health, Inc.",07-31-2013,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185673069,51285-0554-02_RXNAVIMAGE10_D6366B13.jpg,666945,168895853,51285-0554-02_NLMIMAGE10_D6366B13.jpg,523097,CAPSULE,19,"BLUE, WHITE",OP;720,PRINTED,False,1,[],[],51285-0554-02_RXNAVIMAGE10_D6366B13,51285-0554-02_RXNAVIMAGE10_D6366B13_top.jpg,vertical,top
00093-1135-56,199689,Acitretin 10 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-10-2013,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185675550,00093-1135-56_RXNAVIMAGE10_6E383721.jpg,631689,168898334,00093-1135-56_NLMIMAGE10_6E383721.jpg,492148,CAPSULE,14,"GREEN, WHITE",TEVA;1135,PRINTED,False,1,[],[],00093-1135-56_RXNAVIMAGE10_6E383721,00093-1135-56_RXNAVIMAGE10_6E383721_bottom.jpg,vertical,bottom
00093-1135-56,199689,Acitretin 10 MG Oral Capsule,Teva Pharmaceuticals USA Inc,10-10-2013,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185675550,00093-1135-56_RXNAVIMAGE10_6E383721.jpg,631689,168898334,00093-1135-56_NLMIMAGE10_6E383721.jpg,492148,CAPSULE,14,"GREEN, WHITE",TEVA;1135,PRINTED,False,1,[],[],00093-1135-56_RXNAVIMAGE10_6E383721,00093-1135-56_RXNAVIMAGE10_6E383721_top.jpg,vertical,top
00228-2890-06,596926,duloxetine 20 MG Delayed Release Oral Capsule,Actavis Elizabeth LLC,07-02-2014,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185677579,00228-2890-06_RXNAVIMAGE10_4D39A6DD.jpg,599717,168900363,00228-2890-06_NLMIMAGE10_4D39A6DD.jpg,458986,CAPSULE,16,BLUE,2890;2890,PRINTED,True,1,[],[],00228-2890-06_RXNAVIMAGE10_4D39A6DD,00228-2890-06_RXNAVIMAGE10_4D39A6DD_bottom.jpg,vertical,bottom
00228-2890-06,596926,duloxetine 20 MG Delayed Release Oral Capsule,Actavis Elizabeth LLC,07-02-2014,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185677579,00228-2890-06_RXNAVIMAGE10_4D39A6DD.jpg,599717,168900363,00228-2890-06_NLMIMAGE10_4D39A6DD.jpg,458986,CAPSULE,16,BLUE,2890;2890,PRINTED,True,1,[],[],00228-2890-06_RXNAVIMAGE10_4D39A6DD,00228-2890-06_RXNAVIMAGE10_4D39A6DD_top.jpg,vertical,top
68382-0005-14,205315,topiramate 25 MG Oral Capsule,Zydus Pharmaceuticals (USA) Inc.,11-03-2014,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185681932,68382-0005-14_RXNAVIMAGE10_8B3CC5F6.jpg,555069,168904716,68382-0005-14_NLMIMAGE10_8B3CC5F6.jpg,415578,CAPSULE,19,WHITE,ZA64;25;mg,PRINTED,False,1,[],[],68382-0005-14_RXNAVIMAGE10_8B3CC5F6,68382-0005-14_RXNAVIMAGE10_8B3CC5F6_bottom.jpg,vertical,bottom
68382-0005-14,205315,topiramate 25 MG Oral Capsule,Zydus Pharmaceuticals (USA) Inc.,11-03-2014,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185681932,68382-0005-14_RXNAVIMAGE10_8B3CC5F6.jpg,555069,168904716,68382-0005-14_NLMIMAGE10_8B3CC5F6.jpg,415578,CAPSULE,19,WHITE,ZA64;25;mg,PRINTED,False,1,[],[],68382-0005-14_RXNAVIMAGE10_8B3CC5F6,68382-0005-14_RXNAVIMAGE10_8B3CC5F6_top.jpg,vertical,top
17478-0742-02,313571,Vancomycin 250 MG Oral Capsule,"Akorn, Inc.",01-19-2015,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185684528,17478-0742-02_RXNAVIMAGE10_383E9C34.jpg,623507,168907312,17478-0742-02_NLMIMAGE10_383E9C34.jpg,480783,CAPSULE,21,"BLUE, PINK",742;250;mg,PRINTED,False,1,[],[],17478-0742-02_RXNAVIMAGE10_383E9C34,17478-0742-02_RXNAVIMAGE10_383E9C34_bottom.jpg,vertical,bottom
17478-0742-02,313571,Vancomycin 250 MG Oral Capsule,"Akorn, Inc.",01-19-2015,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185684528,17478-0742-02_RXNAVIMAGE10_383E9C34.jpg,623507,168907312,17478-0742-02_NLMIMAGE10_383E9C34.jpg,480783,CAPSULE,21,"BLUE, PINK",742;250;mg,PRINTED,False,1,[],[],17478-0742-02_RXNAVIMAGE10_383E9C34,17478-0742-02_RXNAVIMAGE10_383E9C34_top.jpg,vertical,top
68382-0078-16,828373,fenofibric acid 135 MG Delayed Release Oral Capsule,Zydus Pharmaceuticals (USA) Inc.,04-01-2015,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185687005,68382-0078-16_RXNAVIMAGE10_C54062E3.jpg,658892,168909789,68382-0078-16_NLMIMAGE10_C54062E3.jpg,511766,CAPSULE,22,"YELLOW, BLUE",135;a,PRINTED,False,1,[],[],68382-0078-16_RXNAVIMAGE10_C54062E3,68382-0078-16_RXNAVIMAGE10_C54062E3_bottom.jpg,vertical,bottom
68382-0078-16,828373,fenofibric acid 135 MG Delayed Release Oral Capsule,Zydus Pharmaceuticals (USA) Inc.,04-01-2015,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185687005,68382-0078-16_RXNAVIMAGE10_C54062E3.jpg,658892,168909789,68382-0078-16_NLMIMAGE10_C54062E3.jpg,511766,CAPSULE,22,"YELLOW, BLUE",135;a,PRINTED,False,1,[],[],68382-0078-16_RXNAVIMAGE10_C54062E3,68382-0078-16_RXNAVIMAGE10_C54062E3_top.jpg,vertical,top
00093-6450-56,606726,Esomeprazole 20 MG Delayed Release Oral Capsule,Teva Pharmaceuticals USA Inc,06-03-2015,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185690488,00093-6450-56_RXNAVIMAGE10_C542E2E7.jpg,610097,168913272,00093-6450-56_NLMIMAGE10_C542E2E7.jpg,462120,CAPSULE,14,TURQUOISE,6450;20;mg,PRINTED,True,1,[],[],00093-6450-56_RXNAVIMAGE10_C542E2E7,00093-6450-56_RXNAVIMAGE10_C542E2E7_bottom.jpg,vertical,bottom
00093-6450-56,606726,Esomeprazole 20 MG Delayed Release Oral Capsule,Teva Pharmaceuticals USA Inc,06-03-2015,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185690488,00093-6450-56_RXNAVIMAGE10_C542E2E7.jpg,610097,168913272,00093-6450-56_NLMIMAGE10_C542E2E7.jpg,462120,CAPSULE,14,TURQUOISE,6450;20;mg,PRINTED,True,1,[],[],00093-6450-56_RXNAVIMAGE10_C542E2E7,00093-6450-56_RXNAVIMAGE10_C542E2E7_top.jpg,vertical,top
68180-0590-02,198189,Ramipril 5 MG Oral Capsule,"Lupin Pharmaceuticals, Inc",11-10-2015,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185696486,68180-0590-02_RXNAVIMAGE10_6F473799.jpg,616835,168919270,68180-0590-02_NLMIMAGE10_6F473799.jpg,476684,CAPSULE,14,RED,LUPIN;RAMIPRIL;5MG,PRINTED,False,1,[],[],68180-0590-02_RXNAVIMAGE10_6F473799,68180-0590-02_RXNAVIMAGE10_6F473799_bottom.jpg,vertical,bottom
68180-0590-02,198189,Ramipril 5 MG Oral Capsule,"Lupin Pharmaceuticals, Inc",11-10-2015,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185696486,68180-0590-02_RXNAVIMAGE10_6F473799.jpg,616835,168919270,68180-0590-02_NLMIMAGE10_6F473799.jpg,476684,CAPSULE,14,RED,LUPIN;RAMIPRIL;5MG,PRINTED,False,1,[],[],68180-0590-02_RXNAVIMAGE10_6F473799,68180-0590-02_RXNAVIMAGE10_6F473799_top.jpg,vertical,top
31722-0903-01,310384,Fluoxetine 10 MG Oral Capsule,Camber Pharmceuticals Inc.,10-24-2016,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185711061,31722-0903-01_RXNAVIMAGE10_8351C1CE.jpg,627781,168933845,31722-0903-01_NLMIMAGE10_8351C1CE.jpg,489583,CAPSULE,14,"ORANGE, BLUE",SG;113,PRINTED,False,1,[],[],31722-0903-01_RXNAVIMAGE10_8351C1CE,31722-0903-01_RXNAVIMAGE10_8351C1CE_bottom.jpg,vertical,bottom
31722-0903-01,310384,Fluoxetine 10 MG Oral Capsule,Camber Pharmceuticals Inc.,10-24-2016,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,False,185711061,31722-0903-01_RXNAVIMAGE10_8351C1CE.jpg,627781,168933845,31722-0903-01_NLMIMAGE10_8351C1CE.jpg,489583,CAPSULE,14,"ORANGE, BLUE",SG;113,PRINTED,False,1,[],[],31722-0903-01_RXNAVIMAGE10_8351C1CE,31722-0903-01_RXNAVIMAGE10_8351C1CE_top.jpg,vertical,top
