ndc11,rxcui,name,labeler,acqDate,attribution,ingredientsAvailable,rxnavImageObjectId,rxnavImageFileName,rxnavImageSize,nlmImageObjectId,nlmImageFileName,nlmImageSize,shape,size,color,imprint,imprintType,symbol,score,active_ingredients,inactive_ingredients,base_filename,new_filename,split_type,split_side
00093-3171-01,197518,Clindamycin 150 MG Oral Capsule,Teva Pharmaceuticals USA Inc,12-02-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651210,00093-3171-01_RXNAVIMAGE10_10268814.jpg,666692,168874570,00093-3171-01_NLMIMAGE10_E626F327.jpg,486973,CAPSULE,19,"RED, BLUE",93;3171;93;3171,PRINTED,False,1,['clindamycin hydrochloride 150 mg'],"['starch, corn', 'lactose monohydrate', 'magnesium stearate', 'ferrosoferric oxide', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'propylene glycol', 'shellac', 'titanium dioxide', 'd&c red no. 28']",00093-3171-01_RXNAVIMAGE10_10268814,00093-3171-01_RXNAVIMAGE10_10268814_bottom.jpg,vertical,bottom
00093-3171-01,197518,Clindamycin 150 MG Oral Capsule,Teva Pharmaceuticals USA Inc,12-02-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185651210,00093-3171-01_RXNAVIMAGE10_10268814.jpg,666692,168874570,00093-3171-01_NLMIMAGE10_E626F327.jpg,486973,CAPSULE,19,"RED, BLUE",93;3171;93;3171,PRINTED,False,1,['clindamycin hydrochloride 150 mg'],"['starch, corn', 'lactose monohydrate', 'magnesium stearate', 'ferrosoferric oxide', 'd&c yellow no. 10', 'aluminum oxide', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'propylene glycol', 'shellac', 'titanium dioxide', 'd&c red no. 28']",00093-3171-01_RXNAVIMAGE10_10268814,00093-3171-01_RXNAVIMAGE10_10268814_top.jpg,vertical,top
62584-0975-90,830845,24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule,American Health Packaging,12-02-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185670978,62584-0975-90_RXNAVIMAGE10_D134E8A7.jpg,687561,168893762,62584-0975-90_NLMIMAGE10_D134E8A7.jpg,525326,CAPSULE,22,"BLUE, GREEN",R;2577;R;2577,PRINTED,False,1,['diltiazem hydrochloride 180 mg'],"['methacrylic acid - methyl methacrylate copolymer (1:1)', 'methacrylic acid - methyl methacrylate copolymer (1:2)', 'ammonia', 'd&c yellow no. 10', 'fd&c blue no. 1', 'fd&c green no. 3', 'gelatin', 'hydroxypropyl cellulose', 'propylene glycol', 'silicon dioxide', 'dimethicone 410', 'sodium lauryl sulfate', 'talc', 'titanium dioxide', 'triethyl citrate']",62584-0975-90_RXNAVIMAGE10_D134E8A7,62584-0975-90_RXNAVIMAGE10_D134E8A7_bottom.jpg,vertical,bottom
62584-0975-90,830845,24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule,American Health Packaging,12-02-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185670978,62584-0975-90_RXNAVIMAGE10_D134E8A7.jpg,687561,168893762,62584-0975-90_NLMIMAGE10_D134E8A7.jpg,525326,CAPSULE,22,"BLUE, GREEN",R;2577;R;2577,PRINTED,False,1,['diltiazem hydrochloride 180 mg'],"['methacrylic acid - methyl methacrylate copolymer (1:1)', 'methacrylic acid - methyl methacrylate copolymer (1:2)', 'ammonia', 'd&c yellow no. 10', 'fd&c blue no. 1', 'fd&c green no. 3', 'gelatin', 'hydroxypropyl cellulose', 'propylene glycol', 'silicon dioxide', 'dimethicone 410', 'sodium lauryl sulfate', 'talc', 'titanium dioxide', 'triethyl citrate']",62584-0975-90_RXNAVIMAGE10_D134E8A7,62584-0975-90_RXNAVIMAGE10_D134E8A7_top.jpg,vertical,top
62584-0976-01,830837,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule,American Health Packaging,12-02-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185671306,62584-0976-01_RXNAVIMAGE10_4A352569.jpg,689621,168894090,62584-0976-01_NLMIMAGE10_4A352569.jpg,528649,CAPSULE,23,GREEN,R;2578;R;2578,PRINTED,False,1,['diltiazem hydrochloride 240 mg'],"['methacrylic acid - methyl methacrylate copolymer (1:1)', 'methacrylic acid - methyl methacrylate copolymer (1:2)', 'ammonia', 'd&c yellow no. 10', 'fd&c green no. 3', 'gelatin', 'hydroxypropyl cellulose', 'propylene glycol', 'silicon dioxide', 'dimethicone 410', 'sodium lauryl sulfate', 'talc', 'titanium dioxide', 'triethyl citrate']",62584-0976-01_RXNAVIMAGE10_4A352569,62584-0976-01_RXNAVIMAGE10_4A352569_bottom.jpg,vertical,bottom
62584-0976-01,830837,24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule,American Health Packaging,12-02-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185671306,62584-0976-01_RXNAVIMAGE10_4A352569.jpg,689621,168894090,62584-0976-01_NLMIMAGE10_4A352569.jpg,528649,CAPSULE,23,GREEN,R;2578;R;2578,PRINTED,False,1,['diltiazem hydrochloride 240 mg'],"['methacrylic acid - methyl methacrylate copolymer (1:1)', 'methacrylic acid - methyl methacrylate copolymer (1:2)', 'ammonia', 'd&c yellow no. 10', 'fd&c green no. 3', 'gelatin', 'hydroxypropyl cellulose', 'propylene glycol', 'silicon dioxide', 'dimethicone 410', 'sodium lauryl sulfate', 'talc', 'titanium dioxide', 'triethyl citrate']",62584-0976-01_RXNAVIMAGE10_4A352569,62584-0976-01_RXNAVIMAGE10_4A352569_top.jpg,vertical,top
00093-4029-01,197817,Indomethacin 25 MG Oral Capsule,Teva Pharmaceuticals USA Inc,12-02-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185671102,00093-4029-01_RXNAVIMAGE10_FF34FF87.jpg,669764,168874744,00093-4029-01_NLMIMAGE10_272713C8.jpg,483079,CAPSULE,16,GREEN,Z;4029;Z;4029,PRINTED,False,1,['indomethacin 25 mg'],"['ferrosoferric oxide', 'starch, corn', 'd&c yellow no. 10', 'fd&c green no. 3', 'gelatin', 'lactose monohydrate', 'lecithin, soybean', 'propylene glycol', 'shellac', 'silicon dioxide', 'stearic acid', 'titanium dioxide', 'd&c red no. 7', 'fd&c blue no. 1', 'fd&c blue no. 2', 'aluminum oxide', 'sodium lauryl sulfate']",00093-4029-01_RXNAVIMAGE10_FF34FF87,00093-4029-01_RXNAVIMAGE10_FF34FF87_bottom.jpg,vertical,bottom
00093-4029-01,197817,Indomethacin 25 MG Oral Capsule,Teva Pharmaceuticals USA Inc,12-02-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185671102,00093-4029-01_RXNAVIMAGE10_FF34FF87.jpg,669764,168874744,00093-4029-01_NLMIMAGE10_272713C8.jpg,483079,CAPSULE,16,GREEN,Z;4029;Z;4029,PRINTED,False,1,['indomethacin 25 mg'],"['ferrosoferric oxide', 'starch, corn', 'd&c yellow no. 10', 'fd&c green no. 3', 'gelatin', 'lactose monohydrate', 'lecithin, soybean', 'propylene glycol', 'shellac', 'silicon dioxide', 'stearic acid', 'titanium dioxide', 'd&c red no. 7', 'fd&c blue no. 1', 'fd&c blue no. 2', 'aluminum oxide', 'sodium lauryl sulfate']",00093-4029-01_RXNAVIMAGE10_FF34FF87,00093-4029-01_RXNAVIMAGE10_FF34FF87_top.jpg,vertical,top
51079-0584-20,311995,"NITROFURANTOIN, MACROCRYSTALS 50 MG Oral Capsule",Mylan Institutional Inc.,12-02-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185671265,51079-0584-20_RXNAVIMAGE10_3B351DB8.jpg,676854,168894049,51079-0584-20_NLMIMAGE10_3B351DB8.jpg,515735,CAPSULE,18,BROWN,MYLAN;1650;MYLAN;1650,PRINTED,False,1,['nitrofurantoin 50 mg'],"['ferrosoferric oxide', 'starch, corn', 'd&c yellow no. 10', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'lactose monohydrate', 'magnesium stearate', 'ferric oxide red', 'silicon dioxide', 'sodium lauryl sulfate', 'titanium dioxide', 'ferric oxide yellow']",51079-0584-20_RXNAVIMAGE10_3B351DB8,51079-0584-20_RXNAVIMAGE10_3B351DB8_bottom.jpg,vertical,bottom
51079-0584-20,311995,"NITROFURANTOIN, MACROCRYSTALS 50 MG Oral Capsule",Mylan Institutional Inc.,12-02-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185671265,51079-0584-20_RXNAVIMAGE10_3B351DB8.jpg,676854,168894049,51079-0584-20_NLMIMAGE10_3B351DB8.jpg,515735,CAPSULE,18,BROWN,MYLAN;1650;MYLAN;1650,PRINTED,False,1,['nitrofurantoin 50 mg'],"['ferrosoferric oxide', 'starch, corn', 'd&c yellow no. 10', 'fd&c blue no. 1', 'fd&c blue no. 2', 'fd&c red no. 40', 'gelatin', 'lactose monohydrate', 'magnesium stearate', 'ferric oxide red', 'silicon dioxide', 'sodium lauryl sulfate', 'titanium dioxide', 'ferric oxide yellow']",51079-0584-20_RXNAVIMAGE10_3B351DB8,51079-0584-20_RXNAVIMAGE10_3B351DB8_top.jpg,vertical,top
58060-0002-01,759009,Prussian blue 500 MG Oral Capsule [Radiogardase],,11-05-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185671489,58060-0002-01_RXNAVIMAGE10_8D3546FA.jpg,637905,168894273,58060-0002-01_NLMIMAGE10_8D3546FA.jpg,496101,CAPSULE,21,BLUE,,,False,1,['ferric ferrocyanide 500 mg'],"['cellulose, microcrystalline', 'gelatin', 'water', 'indigotindisulfonate sodium', 'sodium lauryl sulfate']",58060-0002-01_RXNAVIMAGE10_8D3546FA,58060-0002-01_RXNAVIMAGE10_8D3546FA_bottom.jpg,vertical,bottom
58060-0002-01,759009,Prussian blue 500 MG Oral Capsule [Radiogardase],,11-05-2009,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185671489,58060-0002-01_RXNAVIMAGE10_8D3546FA.jpg,637905,168894273,58060-0002-01_NLMIMAGE10_8D3546FA.jpg,496101,CAPSULE,21,BLUE,,,False,1,['ferric ferrocyanide 500 mg'],"['cellulose, microcrystalline', 'gelatin', 'water', 'indigotindisulfonate sodium', 'sodium lauryl sulfate']",58060-0002-01_RXNAVIMAGE10_8D3546FA,58060-0002-01_RXNAVIMAGE10_8D3546FA_top.jpg,vertical,top
55111-0341-01,898342,Amlodipine 10 MG / Benazepril hydrochloride 20 MG Oral Capsule,Dr.Reddys Laboratories Limited,12-21-2010,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185676486,55111-0341-01_RXNAVIMAGE10_C238E107.jpg,629848,168899270,55111-0341-01_NLMIMAGE10_C238E107.jpg,473711,CAPSULE,19,"GRAY, WHITE",RDY;341,PRINTED,False,1,"['amlodipine besylate 10 mg', 'benazepril hydrochloride 20 mg']","['colloidal silicon dioxide', 'crospovidone', 'lactose monohydrate', 'magnesium stearate', 'cellulose, microcrystalline', 'sodium starch glycolate type a potato', 'starch, corn', 'hydrogenated castor oil', 'ferrosoferric oxide', 'gelatin', 'titanium dioxide']",55111-0341-01_RXNAVIMAGE10_C238E107,55111-0341-01_RXNAVIMAGE10_C238E107_bottom.jpg,vertical,bottom
55111-0341-01,898342,Amlodipine 10 MG / Benazepril hydrochloride 20 MG Oral Capsule,Dr.Reddys Laboratories Limited,12-21-2010,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185676486,55111-0341-01_RXNAVIMAGE10_C238E107.jpg,629848,168899270,55111-0341-01_NLMIMAGE10_C238E107.jpg,473711,CAPSULE,19,"GRAY, WHITE",RDY;341,PRINTED,False,1,"['amlodipine besylate 10 mg', 'benazepril hydrochloride 20 mg']","['colloidal silicon dioxide', 'crospovidone', 'lactose monohydrate', 'magnesium stearate', 'cellulose, microcrystalline', 'sodium starch glycolate type a potato', 'starch, corn', 'hydrogenated castor oil', 'ferrosoferric oxide', 'gelatin', 'titanium dioxide']",55111-0341-01_RXNAVIMAGE10_C238E107,55111-0341-01_RXNAVIMAGE10_C238E107_top.jpg,vertical,top
00591-3120-01,284215,Clindamycin 300 MG Oral Capsule,"Watson Laboratories, Inc.",02-01-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185604926,00591-3120-01_RXNAVIMAGE10_F804FC17.jpg,761155,168827710,00591-3120-01_NLMIMAGE10_F804FC17.jpg,619726,CAPSULE,23,PINK,DAN;3120;DAN;3120,PRINTED,False,1,['clindamycin hydrochloride 300 mg'],"['anhydrous lactose', 'magnesium stearate', 'starch, corn', 'talc', 'd&c red no. 28', 'fd&c blue no. 1', 'fd&c red no. 40', 'gelatin', 'silicon dioxide', 'sodium lauryl sulfate', 'titanium dioxide']",00591-3120-01_RXNAVIMAGE10_F804FC17,00591-3120-01_RXNAVIMAGE10_F804FC17_bottom.jpg,vertical,bottom
00591-3120-01,284215,Clindamycin 300 MG Oral Capsule,"Watson Laboratories, Inc.",02-01-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185604926,00591-3120-01_RXNAVIMAGE10_F804FC17.jpg,761155,168827710,00591-3120-01_NLMIMAGE10_F804FC17.jpg,619726,CAPSULE,23,PINK,DAN;3120;DAN;3120,PRINTED,False,1,['clindamycin hydrochloride 300 mg'],"['anhydrous lactose', 'magnesium stearate', 'starch, corn', 'talc', 'd&c red no. 28', 'fd&c blue no. 1', 'fd&c red no. 40', 'gelatin', 'silicon dioxide', 'sodium lauryl sulfate', 'titanium dioxide']",00591-3120-01_RXNAVIMAGE10_F804FC17,00591-3120-01_RXNAVIMAGE10_F804FC17_top.jpg,vertical,top
00115-0533-01,310289,Fenofibrate 200 MG Oral Capsule,"Global Pharmaceuticals, Division of Impax Laboratories Inc.",02-14-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185606066,00115-0533-01_RXNAVIMAGE10_9405CA2E.jpg,683127,168828850,00115-0533-01_NLMIMAGE10_9405CA2E.jpg,541048,CAPSULE,19,ORANGE,G;0533;G;0533,PRINTED,False,1,['fenofibrate 200 mg'],"['croscarmellose sodium', 'hypromelloses', 'magnesium stearate', 'cellulose, microcrystalline', 'sodium lauryl sulfate']",00115-0533-01_RXNAVIMAGE10_9405CA2E,00115-0533-01_RXNAVIMAGE10_9405CA2E_bottom.jpg,vertical,bottom
00115-0533-01,310289,Fenofibrate 200 MG Oral Capsule,"Global Pharmaceuticals, Division of Impax Laboratories Inc.",02-14-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185606066,00115-0533-01_RXNAVIMAGE10_9405CA2E.jpg,683127,168828850,00115-0533-01_NLMIMAGE10_9405CA2E.jpg,541048,CAPSULE,19,ORANGE,G;0533;G;0533,PRINTED,False,1,['fenofibrate 200 mg'],"['croscarmellose sodium', 'hypromelloses', 'magnesium stearate', 'cellulose, microcrystalline', 'sodium lauryl sulfate']",00115-0533-01_RXNAVIMAGE10_9405CA2E,00115-0533-01_RXNAVIMAGE10_9405CA2E_top.jpg,vertical,top
24090-0479-88,856483,24 HR Propranolol Hydrochloride 160 MG Extended Release Oral Capsule [Inderal],"Akrimax Pharmaceuticals, LLC",04-27-2011,National Library of Medicine | Lister Hill National Center for Biomedical Communications | Office of High Performance Computing and Communications | Medicos Consultants LLC,True,185609278,24090-0479-88_RXNAVIMAGE10_28081420.jpg,733083,168832062,24090-0479-88_NLMIMAGE10_28081420.jpg,580367,CAPSULE,19,BLUE,INDERAL;LA;160,PRINTED,True,1,['propranolol hydrochloride 160 mg'],"['cellulose, microcrystalline', 'ethylcellulose (100 mpa.s)', 'gelatin', 'hypromellose 2910 (6 mpa.s)', 'titanium dioxide', 'fd&c blue no. 1']",24090-0479-88_RXNAVIMAGE10_28081420,24090-0479-88_RXNAVIMAGE10_28081420_bottom.jpg,vertical,bottom
